shot_id,rally_id,shot_nbr,shot_type_orig,shot_type,player_id,entry_ts,btt_before,btt_after,loc_x,loc_y,next_loc_x,next_loc_y,cst_model_id,whtb_model_id,maint_dtm,maint_app,create_dtm,create_app
S8585,R817,10,D,,P25,2022-08-07 22:43:19.626611,0.3623,0.2892,3.21,6.68,2.40,7.90,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.878192+00:00,postgres
S8587,R817,12,D,,P25,2022-08-07 22:43:23.519870,0.3083,0.3857,2.14,7.11,19.95,7.75,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.880281+00:00,postgres
S13911,R1377,8,D,,P38,2022-09-11 15:24:49.785270,0.4491,0.2558,17.37,5.91,17.17,8.32,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-09-11 19:28:43.596670+00:00,postgres
S10797,R1021,11,O,U,P23,2022-08-16 17:11:16.251551,0.1224,0.1957,1.04,8.82,17.20,6.88,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-16 21:22:01.554434+00:00,postgres
S10798,R1021,12,O,U,P24,2022-08-16 17:11:17.760489,0.1957,0.1189,17.20,6.88,6.20,9.40,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-16 21:22:01.555414+00:00,postgres
S10828,R1025,7,O,HB,P24,2022-08-16 17:13:16.858935,0.0200,0.0261,15.25,9.63,4.82,7.79,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-16 21:22:01.588067+00:00,postgres
S10875,R1030,20,O,SP,P6,2022-08-16 17:19:11.101380,0.1011,0.0234,11.24,8.94,9.18,7.68,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-16 21:22:01.638203+00:00,postgres
S10876,R1030,21,O,HB,P13,2022-08-16 17:19:11.884625,0.0234,0.0035,9.18,7.68,13.30,9.05,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-16 21:22:01.639188+00:00,postgres
S10883,R1031,5,O,tzApp,P28,2022-08-21 18:47:38.036437,0.3328,0.4473,7.56,14.37,13.45,5.55,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.169859+00:00,postgres
S10902,R1033,7,O,tzApp,P2,2022-08-21 18:48:57.780491,0.0976,0.1053,9.03,5.66,11.97,9.39,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.194507+00:00,postgres
S25528,R2622,4,D,,P71,2022-11-21 13:41:21.945282,0.3993,0.3428,7.29,7.48,19.90,7.62,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:16.227585+00:00,aspancake
S25529,R2622,5,D,,P8,2022-11-21 13:41:23.347200,0.3428,0.3752,19.90,7.62,17.55,7.48,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:16.302597+00:00,aspancake
S25530,R2622,6,D,,P53,2022-11-21 13:41:24.880865,0.3752,0.4431,17.55,7.48,17.40,8.06,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:16.380160+00:00,aspancake
S25531,R2622,7,D,,P8,2022-11-21 13:41:26.690618,0.4431,0.5604,17.40,8.06,21.36,10.85,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:16.455140+00:00,aspancake
S10903,R1033,8,O,tzRep,P28,2022-08-21 18:48:58.772577,0.1053,0.1083,11.97,9.39,6.54,6.22,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.196413+00:00,postgres
S8589,R817,14,D,,P26,2022-08-07 22:43:28.452952,0.4263,0.3793,22.22,8.13,20.48,7.46,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.882336+00:00,postgres
S8601,R817,26,D,,P26,2022-08-07 22:43:42.460869,0.4292,0.2752,14.46,7.11,1.33,10.67,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.894870+00:00,postgres
S8620,R819,6,D,,P26,2022-08-07 22:44:52.201884,0.4386,0.3652,14.99,7.99,20.88,8.34,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.916130+00:00,postgres
S8623,R819,9,D,,P23,2022-08-07 22:44:58.438465,0.3143,0.3053,20.75,9.36,21.95,8.57,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.919242+00:00,postgres
S8624,R819,10,D,,P26,2022-08-07 22:45:00.416799,0.3053,0.4781,21.95,8.57,1.73,7.75,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.920261+00:00,postgres
S8625,R819,11,D,,P24,2022-08-07 22:45:03.232963,0.4781,0.2796,1.73,7.75,3.74,6.53,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.921255+00:00,postgres
S8626,R819,12,D,,P25,2022-08-07 22:45:05.086633,0.2796,0.5065,3.74,6.53,0.80,6.88,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.922244+00:00,postgres
S8641,R820,7,D,,P24,2022-08-07 22:45:48.179208,0.3021,0.5634,18.34,10.67,8.03,6.97,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.938310+00:00,postgres
S8642,R820,8,D,,P25,2022-08-07 22:45:51.409125,0.5634,0.3098,8.03,6.97,1.20,10.82,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.939305+00:00,postgres
S8643,R820,9,D,,P23,2022-08-07 22:45:53.409097,0.3098,0.4037,1.20,10.82,6.69,7.99,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.940297+00:00,postgres
S8645,R820,11,D,,P24,2022-08-07 22:45:58.301708,0.4000,0.2403,8.16,10.09,4.41,7.84,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.942309+00:00,postgres
S8658,R821,9,D,,P26,2022-08-07 22:46:54.104889,0.2290,0.2986,21.15,6.53,19.68,8.05,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.956410+00:00,postgres
S10919,R1034,15,O,HB,P2,2022-08-21 18:49:46.875622,0.0937,0.0502,15.60,5.77,7.33,10.30,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.217578+00:00,postgres
S13914,R1377,11,D,,P39,2022-09-11 15:24:55.030237,0.3785,0.3694,1.54,6.21,19.88,5.71,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-09-11 19:28:43.599645+00:00,postgres
S10924,R1035,4,O,Res,P30,2022-08-21 18:50:17.482209,0.5436,0.7494,7.33,7.92,9.15,3.28,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.223549+00:00,postgres
S10934,R1036,8,O,SP,P28,2022-08-21 18:51:26.969848,0.1802,0.0582,3.94,8.49,8.92,6.00,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.237050+00:00,postgres
S10993,R1039,44,O,Res,P2,2022-08-21 18:54:12.610704,0.0969,0.4663,16.39,6.00,2.02,9.17,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.304577+00:00,postgres
S10996,R1039,47,O,HB,P28,2022-08-21 18:54:17.259560,0.1065,0.0735,6.99,10.64,16.73,6.11,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.307766+00:00,postgres
S10998,R1039,49,O,U,P28,2022-08-21 18:54:19.033183,0.0640,0.0825,4.28,9.85,6.99,6.56,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.310222+00:00,postgres
S10999,R1039,50,O,tzRep,P2,2022-08-21 18:54:19.959538,0.0825,0.0809,6.99,6.56,13.56,8.60,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.311260+00:00,postgres
S11008,R1041,6,O,U,P28,2022-08-21 18:55:20.253344,0.1426,0.0845,8.01,7.81,12.88,6.68,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.321802+00:00,postgres
S25539,R2623,6,D,,P53,2022-11-21 13:41:51.781340,0.4753,0.3977,13.59,8.21,6.12,7.18,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:17.388249+00:00,aspancake
S25540,R2623,7,D,,P72,2022-11-21 13:41:53.406756,0.3977,0.3327,6.12,7.18,2.60,8.21,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:17.464590+00:00,aspancake
S25541,R2623,8,D,,P71,2022-11-21 13:41:54.767801,0.3327,0.3431,2.60,8.21,4.80,5.72,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:17.539433+00:00,aspancake
S25542,R2623,9,D,,P72,2022-11-21 13:41:56.171219,0.3431,0.3826,4.80,5.72,17.55,4.10,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:17.611807+00:00,aspancake
S25543,R2623,10,D,,P53,2022-11-21 13:41:57.735145,0.3826,0.2961,17.55,4.10,3.63,7.04,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:17.686854+00:00,aspancake
S25544,R2623,11,D,,P72,2022-11-21 13:41:58.947188,0.2961,0.2721,3.63,7.04,3.63,7.77,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:17.761870+00:00,aspancake
S8675,R823,5,D,,P26,2022-08-07 22:48:06.189792,0.2351,0.2765,10.44,7.40,19.28,8.77,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.975029+00:00,postgres
S11022,R1043,5,O,tzApp,P28,2022-08-21 18:56:22.640972,0.1903,0.5730,8.24,14.94,5.86,7.02,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.337777+00:00,postgres
S11043,R1046,7,O,SP,P2,2022-08-21 18:58:32.672409,0.4249,0.0222,17.97,6.00,7.33,7.13,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.363662+00:00,postgres
S8677,R823,7,D,,P26,2022-08-07 22:48:09.968068,0.2973,0.2464,17.40,8.28,18.07,9.36,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.977100+00:00,postgres
S11044,R1046,8,O,HB,P28,2022-08-21 18:58:33.425193,0.0222,0.0547,7.33,7.13,13.56,5.66,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.364820+00:00,postgres
S11045,R1046,9,O,tzApp,P2,2022-08-21 18:58:34.271633,0.0547,0.0523,13.56,5.66,7.56,8.04,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.365950+00:00,postgres
S8679,R823,9,D,,P26,2022-08-07 22:48:14.119618,0.4044,0.3802,12.05,7.55,1.20,8.92,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.979144+00:00,postgres
S8682,R823,12,D,,P24,2022-08-07 22:48:20.669854,0.3545,0.3964,18.74,8.77,2.94,8.86,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.982160+00:00,postgres
S8683,R823,13,L,,P25,2022-08-07 22:48:23.089872,0.3964,0.8449,2.94,8.86,4.95,27.58,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.983260+00:00,postgres
S11066,R1047,7,O,SP,P2,2022-08-21 18:59:28.608999,0.3225,0.1140,12.65,6.22,5.30,9.17,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.388631+00:00,postgres
S8691,R823,21,D,,P26,2022-08-07 22:48:43.562980,0.5305,0.3416,23.83,6.24,0.93,9.21,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.993532+00:00,postgres
S8693,R823,23,D,,P26,2022-08-07 22:48:48.431052,0.4570,0.3971,14.59,7.99,23.83,7.90,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.995529+00:00,postgres
S8696,R823,26,D,,P23,2022-08-07 22:48:54.730987,0.3066,0.5793,0.39,11.40,3.47,9.01,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:56.998585+00:00,postgres
S8704,R824,7,L,,P25,2022-08-07 22:49:31.257801,0.2797,0.6984,6.69,8.57,5.88,25.54,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.007818+00:00,postgres
S11067,R1047,8,O,HB,P28,2022-08-21 18:59:29.626279,0.1140,0.1737,5.30,9.17,11.64,6.34,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.389664+00:00,postgres
S11069,R1047,10,O,tzApp,P28,2022-08-21 18:59:32.225370,0.2503,0.4356,8.24,12.22,4.50,5.89,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.391742+00:00,postgres
S8735,R825,5,L,,P26,2022-08-07 22:50:32.724835,0.3071,0.1637,10.97,9.88,5.88,11.98,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.041029+00:00,postgres
S8740,R825,10,D,,P23,2022-08-07 22:50:39.702828,0.4228,0.2731,5.22,9.07,4.28,10.47,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.045981+00:00,postgres
S8754,R826,7,D,,P25,2022-08-07 22:51:12.461450,0.2172,0.2994,6.02,9.01,6.42,10.23,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.060943+00:00,postgres
S11070,R1047,11,O,tzRep,P2,2022-08-21 18:59:34.168925,0.4356,0.2149,4.50,5.89,12.65,17.54,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.393305+00:00,postgres
S8758,R826,11,L,,P25,2022-08-07 22:51:20.910098,0.3622,0.2622,9.77,8.72,9.23,18.25,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.064926+00:00,postgres
S25577,R2626,6,D,,P8,2022-11-21 13:43:23.192141,0.4259,0.3176,7.88,7.04,6.41,7.33,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:20.509588+00:00,aspancake
S25578,R2626,7,D,,P53,2022-11-21 13:43:24.491927,0.3176,0.2986,6.41,7.33,1.87,6.60,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:20.586864+00:00,aspancake
S25579,R2626,8,D,,P72,2022-11-21 13:43:25.714183,0.2986,0.2959,1.87,6.60,9.34,8.21,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:20.667544+00:00,aspancake
S25608,R2630,4,D,,P53,2022-11-21 13:45:41.922125,0.5087,0.3233,15.50,7.92,14.47,6.16,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:23.164576+00:00,aspancake
S25609,R2630,5,D,,P8,2022-11-21 13:45:43.244949,0.3233,0.3378,14.47,6.16,9.64,8.06,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:23.243640+00:00,aspancake
S8790,R830,6,D,,P24,2022-08-07 22:53:12.757997,0.2812,0.4380,19.68,8.63,23.16,10.32,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.098848+00:00,postgres
S8791,R830,7,D,,P26,2022-08-07 22:53:15.379681,0.4380,0.4278,23.16,10.32,19.28,8.92,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.099942+00:00,postgres
S8792,R830,8,D,,P24,2022-08-07 22:53:17.952048,0.4278,0.2617,19.28,8.92,13.52,9.01,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.101069+00:00,postgres
S8793,R830,9,L,,P26,2022-08-07 22:53:19.718653,0.2617,0.7702,13.52,9.01,9.63,27.87,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.102152+00:00,postgres
S8807,R831,7,D,,P26,2022-08-07 22:54:06.247759,0.2952,0.3970,13.65,8.86,2.14,7.03,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.116834+00:00,postgres
S8808,R831,8,D,,P23,2022-08-07 22:54:08.670848,0.3970,0.3445,2.14,7.03,4.41,7.84,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.118038+00:00,postgres
S11072,R1047,13,O,tzRep,P2,2022-08-21 18:59:37.308224,0.3967,0.5754,14.35,7.47,17.41,20.48,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.395548+00:00,postgres
S11076,R1047,17,O,tzRep,P2,2022-08-21 18:59:45.592512,0.4953,0.5650,5.86,8.37,8.01,21.73,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.399637+00:00,postgres
S11078,R1047,19,O,tzRep,P2,2022-08-21 18:59:50.253598,0.5749,0.5245,4.73,8.04,14.01,22.18,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.401663+00:00,postgres
S11080,R1047,21,O,tzRep,P2,2022-08-21 18:59:54.039973,0.3117,0.5697,12.31,7.36,14.46,22.30,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.403681+00:00,postgres
S8809,R831,9,D,,P25,2022-08-07 22:54:10.839389,0.3445,0.4398,4.41,7.84,2.94,6.73,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.119089+00:00,postgres
S8810,R831,10,D,,P23,2022-08-07 22:54:13.469743,0.4398,0.2686,2.94,6.73,14.86,7.55,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.120063+00:00,postgres
S8813,R831,13,L,,P25,2022-08-07 22:54:19.932577,0.3478,0.7283,7.63,8.13,2.94,26.27,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.122987+00:00,postgres
S8835,R833,8,D,,P26,2022-08-07 22:55:40.792642,0.4940,0.3175,15.66,9.45,0.80,10.38,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.145774+00:00,postgres
S8836,R833,9,D,,P23,2022-08-07 22:55:42.829980,0.3175,0.4095,0.80,10.38,14.72,7.99,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.146750+00:00,postgres
S8838,R833,11,D,,P24,2022-08-07 22:55:47.205087,0.2874,0.2862,19.41,8.92,16.06,8.42,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.148808+00:00,postgres
S11081,R1047,22,O,tzApp,P30,2022-08-21 18:59:56.369757,0.5697,0.2682,14.46,22.30,3.60,7.24,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.404660+00:00,postgres
S11082,R1047,23,O,tzRep,P2,2022-08-21 18:59:57.831025,0.2682,0.6637,3.60,7.24,7.33,20.94,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.405637+00:00,postgres
S11087,R1048,4,O,tzRep,P30,2022-08-21 19:04:14.779899,0.9601,0.0200,15.03,9.05,8.69,6.22,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.411409+00:00,postgres
S25622,R2632,4,D,,P8,2022-11-21 13:46:25.465916,0.4613,0.2663,15.50,6.30,4.65,7.33,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:24.362641+00:00,aspancake
S25623,R2632,5,D,,P71,2022-11-21 13:46:26.557074,0.2663,0.3276,4.65,7.33,3.48,6.60,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:24.440613+00:00,aspancake
S25624,R2632,6,D,,P72,2022-11-21 13:46:27.897492,0.3276,0.4276,3.48,6.60,1.57,7.04,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:24.517337+00:00,aspancake
S25625,R2632,7,D,,P71,2022-11-21 13:46:29.644367,0.4276,0.2905,1.57,7.04,3.48,5.86,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:24.592607+00:00,aspancake
S25626,R2632,8,D,,P72,2022-11-21 13:46:30.833835,0.2905,0.2752,3.48,5.86,2.16,7.18,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:24.667112+00:00,aspancake
S8859,R837,4,D,,P25,2022-08-07 22:57:25.072279,0.5161,0.3434,5.88,8.13,8.43,9.79,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.171579+00:00,postgres
S8860,R837,5,D,,P24,2022-08-07 22:57:27.235447,0.3434,0.2365,8.43,9.79,21.69,7.84,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.172535+00:00,postgres
S11101,R1051,4,O,tzRep,P5,2022-08-21 19:05:44.496902,0.0970,0.6400,5.86,5.66,7.56,15.05,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.427346+00:00,postgres
S11102,R1051,5,O,tzApp,P28,2022-08-21 19:05:47.029343,0.6400,0.4316,7.56,15.05,4.28,5.77,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.428416+00:00,postgres
S11104,R1051,7,O,tzApp,P28,2022-08-21 19:05:50.767389,0.3878,0.3113,8.92,15.73,13.90,6.34,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.430523+00:00,postgres
S11123,R1053,13,O,HB,P30,2022-08-21 19:07:02.692796,0.2609,0.2444,14.46,8.37,13.22,5.89,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.451244+00:00,postgres
S8862,R837,7,D,,P24,2022-08-07 22:57:30.617953,0.2558,0.4033,19.28,8.05,2.14,7.11,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.174458+00:00,postgres
S8863,R837,8,D,,P25,2022-08-07 22:57:33.071517,0.4033,0.3477,2.14,7.11,1.73,7.75,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.175431+00:00,postgres
S8867,R837,12,D,,P25,2022-08-07 22:57:42.092858,0.3792,0.2068,5.08,8.86,7.22,9.94,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.179309+00:00,postgres
S11128,R1053,18,O,HB,P2,2022-08-21 19:07:10.841796,0.0576,0.0414,6.54,7.02,15.26,9.39,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.456178+00:00,postgres
S11132,R1053,22,O,tzRep,P2,2022-08-21 19:07:14.435132,0.1055,0.1422,8.92,6.11,7.67,8.83,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.460644+00:00,postgres
S11172,R1058,25,O,U,P2,2022-08-21 19:10:04.961127,0.5776,0.4098,5.07,6.00,12.88,10.19,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.504101+00:00,postgres
S11173,R1058,26,O,HB,P28,2022-08-21 19:10:06.830505,0.4098,0.2927,12.88,10.19,14.01,6.11,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-22 01:14:33.505106+00:00,postgres
S8868,R837,13,D,,P24,2022-08-07 22:57:43.593270,0.2068,0.4191,7.22,9.94,12.98,7.26,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.180268+00:00,postgres
S26500,R2722,12,O,HB,P72,2022-11-21 13:09:15.550208,0.0464,0.0680,7.19,8.36,11.58,9.05,MOD_2,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:43:46.077060+00:00,aspancake
S25636,R2633,7,D,,P53,2022-11-21 13:46:59.833869,0.3119,0.2761,7.58,7.62,18.28,6.30,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:25.500592+00:00,aspancake
S25637,R2633,8,D,,P8,2022-11-21 13:47:00.964973,0.2761,0.3468,18.28,6.30,8.02,8.06,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:25.577117+00:00,aspancake
S25638,R2633,9,D,,P53,2022-11-21 13:47:02.383478,0.3468,0.3587,8.02,8.06,2.01,5.72,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:25.654606+00:00,aspancake
S25639,R2633,10,D,,P72,2022-11-21 13:47:03.850363,0.3587,0.3627,2.01,5.72,18.14,7.77,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:25.735344+00:00,aspancake
S25640,R2633,11,D,,P53,2022-11-21 13:47:05.333391,0.3627,0.4619,18.14,7.77,10.66,6.30,,MOD_3,2022-11-22 20:43:46.226840+00:00,aspancake,2022-11-21 19:35:25.814665+00:00,aspancake
S8922,R839,20,D,,P26,2022-08-07 23:00:13.751441,0.3290,0.3379,13.25,9.30,20.08,9.21,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.236264+00:00,postgres
S8923,R839,21,D,,P24,2022-08-07 23:00:15.887803,0.3379,0.3681,20.08,9.21,21.02,7.99,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.237217+00:00,postgres
S8924,R839,22,D,,P26,2022-08-07 23:00:18.170671,0.3681,0.5954,21.02,7.99,0.26,9.79,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.238202+00:00,postgres
S8953,R842,6,D,,P26,2022-08-07 23:02:03.813146,0.2065,0.3128,18.87,8.28,20.75,9.36,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.267293+00:00,postgres
S8954,R842,7,D,,P24,2022-08-07 23:02:05.827819,0.3128,0.4145,20.75,9.36,21.82,8.57,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.268365+00:00,postgres
S8955,R842,8,D,,P26,2022-08-07 23:02:08.335619,0.4145,0.3860,21.82,8.57,1.06,9.21,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.269349+00:00,postgres
S8956,R842,9,D,,P23,2022-08-07 23:02:10.705177,0.3860,0.4238,1.06,9.21,12.31,8.57,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.270327+00:00,postgres
S8957,R842,10,D,,P26,2022-08-07 23:02:13.257856,0.4238,0.4764,12.31,8.57,3.61,6.44,,MOD_3,2022-11-22 20:43:46.226840+00:00,postgres,2022-08-08 03:10:57.271302+00:00,postgres
