rally_id,match_id,game_id,rally_nbr,srv_team_id,srv_player_id,rtrn_team_id,rtrn_player_id,ts_player_id,ts_type,w_team_id,to_ind,to_team_id,rally_len,srv_switch_ind,rtrn_switch_ind,srv_team_flipped_ind,rtrn_team_flipped_ind,ending_type,ending_player_id,lob_cnt,dink_cnt,maint_dtm,maint_app,create_dtm,create_app
R1398,M18,G29,20,T27,P41,T12,P22,P41,Drive,T27,N,N/A,8.0,N,Y,Y,Y,Unforced Error,P22,0,0,2022-09-11 19:40:31.666235+00:00,postgres,2022-09-11 19:40:31.666235+00:00,postgres
R1399,M18,G29,21,T27,P41,T12,P21,P32,Drop,T27,N,N/A,6.0,N,Y,N,Y,Other,N/A,0,0,2022-09-11 19:40:31.674814+00:00,postgres,2022-09-11 19:40:31.674814+00:00,postgres
R1400,M18,G29,22,T27,P41,T12,P22,P32,Drop,T27,N,N/A,4.0,N,Y,Y,Y,Other,N/A,0,1,2022-09-11 19:40:31.681695+00:00,postgres,2022-09-11 19:40:31.681695+00:00,postgres
R1401,M18,G29,23,T27,P41,T12,P21,P41,Drop,T27,N,N/A,7.0,N,Y,N,Y,Other,N/A,0,1,2022-09-11 19:40:31.686500+00:00,postgres,2022-09-11 19:40:31.686500+00:00,postgres
R1402,M18,G29,24,T27,P41,T12,P22,P32,Drive,T12,N,N/A,3.0,N,Y,Y,Y,Unforced Error,P32,0,0,2022-09-11 19:40:31.694116+00:00,postgres,2022-09-11 19:40:31.694116+00:00,postgres
R1403,M18,G29,25,T27,P32,T12,P21,P41,Drive,T12,N,N/A,3.0,N,Y,Y,Y,Unforced Error,P41,0,0,2022-09-11 19:40:31.697986+00:00,postgres,2022-09-11 19:40:31.697986+00:00,postgres
R1404,M18,G29,26,T12,P22,T27,P41,P22,Drop,T12,N,N/A,19.0,Y,N,Y,Y,Other,N/A,0,7,2022-09-11 19:40:31.701401+00:00,postgres,2022-09-11 19:40:31.701401+00:00,postgres
R1405,M18,G29,27,T12,P22,T27,P32,P21,Drive,T27,N,N/A,14.0,N,N,N,Y,Winner,P41,0,5,2022-09-11 19:40:31.721846+00:00,postgres,2022-09-11 19:40:31.721846+00:00,postgres
R1406,M18,G29,28,T12,P21,T27,P41,P22,Drop,T27,N,N/A,11.0,N,N,N,Y,Other,N/A,0,0,2022-09-11 19:40:31.737629+00:00,postgres,2022-09-11 19:40:31.737629+00:00,postgres
R1407,M18,G29,29,T27,P41,T12,P21,P32,Drop,T27,N,N/A,6.0,N,N,Y,N,Other,N/A,0,1,2022-09-11 19:40:31.749588+00:00,postgres,2022-09-11 19:40:31.749588+00:00,postgres
R1408,M18,G29,30,T27,P41,T12,P22,P41,Drive,T12,N,N/A,4.0,N,N,N,N,Other,N/A,0,0,2022-09-11 19:40:31.756037+00:00,postgres,2022-09-11 19:40:31.756037+00:00,postgres
R1409,M18,G29,31,T27,P32,T12,P21,P32,Drop,T12,N,N/A,5.0,N,N,N,N,Other,N/A,0,0,2022-09-11 19:40:31.760358+00:00,postgres,2022-09-11 19:40:31.760358+00:00,postgres
R1410,M18,G29,32,T12,P21,T27,P32,P22,Drop,T12,N,N/A,5.0,N,N,N,N,Other,N/A,0,0,2022-09-11 19:40:31.766861+00:00,postgres,2022-09-11 19:40:31.766861+00:00,postgres
R1411,M18,G29,33,T12,P21,T27,P41,P22,Drop,T27,N,N/A,7.0,Y,N,Y,N,Other,N/A,0,0,2022-09-11 19:40:31.772177+00:00,postgres,2022-09-11 19:40:31.772177+00:00,postgres
R1412,M18,G29,34,T12,P22,T27,P32,P22,Drive,T27,N,N/A,5.0,Y,N,Y,N,Other,N/A,0,0,2022-09-11 19:40:31.779915+00:00,postgres,2022-09-11 19:40:31.779915+00:00,postgres
R1413,M18,G29,35,T27,P32,T12,P22,P41,Drop,T27,N,N/A,20.0,N,Y,N,Y,Other,N/A,0,9,2022-09-11 19:40:31.785800+00:00,postgres,2022-09-11 19:40:31.785800+00:00,postgres
R1414,M18,G29,36,T27,P32,T12,P21,P32,Drive,T12,N,N/A,3.0,N,Y,Y,Y,Unforced Error,P32,0,0,2022-09-11 19:40:31.807035+00:00,postgres,2022-09-11 19:40:31.807035+00:00,postgres
R1415,M18,G29,37,T27,P41,T12,P22,P32,Drop,T27,N,N/A,9.0,N,Y,Y,Y,Winner,P32,0,3,2022-09-11 19:40:31.810450+00:00,postgres,2022-09-11 19:40:31.810450+00:00,postgres
R1417,M18,G29,39,T12,P22,T27,P32,P22,Drop,T27,N,N/A,5.0,Y,N,Y,N,Other,N/A,0,0,2022-09-11 19:40:31.834406+00:00,postgres,2022-09-11 19:40:31.834406+00:00,postgres
R1418,M18,G29,40,T12,P21,T27,P41,P21,Drop,T12,N,N/A,10.0,Y,N,Y,N,Other,N/A,0,0,2022-09-11 19:40:31.839974+00:00,postgres,2022-09-11 19:40:31.839974+00:00,postgres
R1419,M18,G29,41,T12,P21,T27,P32,P21,Drive,T27,N,N/A,21.0,N,N,N,N,Other,N/A,0,14,2022-09-11 19:40:31.850736+00:00,postgres,2022-09-11 19:40:31.850736+00:00,postgres
R1421,M18,G29,43,T27,P32,T12,P21,P32,Drive,T12,N,N/A,5.0,N,N,N,N,Other,N/A,0,0,2022-09-11 19:40:31.874008+00:00,postgres,2022-09-11 19:40:31.874008+00:00,postgres
R1423,M18,G29,45,T12,P21,T27,P32,P21,Drop,T27,N,N/A,14.0,N,N,N,N,Other,N/A,0,9,2022-09-11 19:40:31.893254+00:00,postgres,2022-09-11 19:40:31.893254+00:00,postgres
R1424,M18,G29,46,T12,P22,T27,P41,P21,Drop,T27,N,N/A,4.0,N,N,N,N,Other,N/A,0,0,2022-09-11 19:40:31.910187+00:00,postgres,2022-09-11 19:40:31.910187+00:00,postgres
R1425,M18,G29,47,T27,P32,T12,P21,P32,Drop,T27,N,N/A,8.0,N,N,N,N,Unforced Error,P21,0,5,2022-09-11 19:40:31.915493+00:00,postgres,2022-09-11 19:40:31.915493+00:00,postgres
R1426,M18,G29,48,T27,P32,T12,P22,P32,Drive,T27,N,N/A,8.0,N,N,Y,N,Unforced Error,P22,0,0,2022-09-11 19:40:31.923784+00:00,postgres,2022-09-11 19:40:31.923784+00:00,postgres
R1427,M18,G29,49,T27,P32,T12,P21,P41,Drop,T12,N,N/A,4.0,N,N,N,N,Other,N/A,0,1,2022-09-11 19:40:31.932116+00:00,postgres,2022-09-11 19:40:31.932116+00:00,postgres
R1428,M18,G29,50,T27,P41,T12,P22,P41,Drop,T27,N,N/A,6.0,N,N,N,N,Other,N/A,0,0,2022-09-11 19:40:31.937039+00:00,postgres,2022-09-11 19:40:31.937039+00:00,postgres
R1396,M18,G29,18,T12,P21,T27,P41,P22,Drive,T12,N,N/A,3.0,N,N,N,Y,Winner,P22,0,0,2022-09-11 19:40:31.657317+00:00,postgres,2022-09-11 19:40:31.657317+00:00,postgres
R1416,M18,G29,38,T27,P41,T12,P21,P41,Drop,T12,N,N/A,12.0,N,Y,N,Y,Winner,P22,0,2,2022-09-11 19:40:31.820066+00:00,postgres,2022-09-11 19:40:31.820066+00:00,postgres
R1422,M18,G29,44,T27,P41,T12,P22,P41,Drop,T12,N,N/A,12.0,N,N,N,N,Winner,P22,0,1,2022-09-11 19:40:31.879775+00:00,postgres,2022-09-11 19:40:31.879775+00:00,postgres
R1429,M17,G30,1,T26,P39,T25,P37,P39,Drop,T25,N,N/A,9.0,N,N,N,N,Unforced Error,P39,0,5,2022-09-12 00:37:46.598444+00:00,postgres,2022-09-12 00:37:46.598444+00:00,postgres
R1430,M17,G30,2,T25,P37,T26,P39,P38,Drive,T25,N,N/A,12.0,N,N,N,N,Other,N/A,0,0,2022-09-12 00:37:46.627733+00:00,postgres,2022-09-12 00:37:46.627733+00:00,postgres
R61,M1,G1,61,T2,N/A,T1,N/A,N/A,N/A,N/A,Y,T1,,N,N,N/A,N/A,N/A,N/A,0,0,2022-04-09 03:19:34.088671+00:00,postgres,2022-04-09 03:19:34.088671+00:00,postgres
R1431,M17,G30,3,T25,P37,T26,P40,P37,Drive,T25,N,N/A,18.0,N,N,Y,N,Unforced Error,N/A,0,11,2022-09-12 00:37:46.640992+00:00,postgres,2022-09-12 00:37:46.640992+00:00,postgres
R1432,M17,G30,4,T25,P37,T26,P39,P37,Drop,T26,N,N/A,3.0,N,N,N,N,Unforced Error,P37,0,0,2022-09-12 00:37:46.661448+00:00,postgres,2022-09-12 00:37:46.661448+00:00,postgres
R1433,M17,G30,5,T25,P38,T26,P40,P38,Drive,T25,N,N/A,16.0,N,N,N,N,Other,N/A,0,9,2022-09-12 00:37:46.665327+00:00,postgres,2022-09-12 00:37:46.665327+00:00,postgres
R1434,M17,G30,6,T25,P38,T26,P39,P38,Drop,T26,N,N/A,5.0,N,N,Y,N,Other,N/A,0,0,2022-09-12 00:37:46.684080+00:00,postgres,2022-09-12 00:37:46.684080+00:00,postgres
R1435,M17,G30,7,T26,P39,T25,P38,P40,Drop,T26,N,N/A,18.0,N,N,N,Y,Unforced Error,P37,0,10,2022-09-12 00:37:46.689725+00:00,postgres,2022-09-12 00:37:46.689725+00:00,postgres
R1436,M17,G30,8,T26,P39,T25,P37,P39,Drop,T26,N,N/A,6.0,N,N,Y,Y,Unforced Error,P38,0,2,2022-09-12 00:37:46.709354+00:00,postgres,2022-09-12 00:37:46.709354+00:00,postgres
R1437,M17,G30,9,T26,P39,T25,P38,P40,Drop,T26,N,N/A,11.0,N,N,N,Y,Winner,P39,0,4,2022-09-12 00:37:46.717072+00:00,postgres,2022-09-12 00:37:46.717072+00:00,postgres
R1438,M17,G30,10,T26,P39,T25,P37,P39,Drop,T25,N,N/A,7.0,N,N,Y,Y,Other,N/A,0,0,2022-09-12 00:37:46.729030+00:00,postgres,2022-09-12 00:37:46.729030+00:00,postgres
R1439,M17,G30,11,T26,P40,T25,P38,P39,Drop,T25,N,N/A,21.0,Y,N,Y,Y,Other,N/A,0,0,2022-09-12 00:37:46.736807+00:00,postgres,2022-09-12 00:37:46.736807+00:00,postgres
R1440,M17,G30,12,T25,P38,T26,P40,P37,Drive,T25,N,N/A,4.0,N,N,Y,Y,Unforced Error,P39,0,0,2022-09-12 00:37:46.759464+00:00,postgres,2022-09-12 00:37:46.759464+00:00,postgres
R1441,M17,G30,13,T25,P38,T26,P39,P38,Drive,T25,N,N/A,15.0,N,Y,N,Y,Other,N/A,0,0,2022-09-12 00:37:46.764321+00:00,postgres,2022-09-12 00:37:46.764321+00:00,postgres
R1442,M17,G30,14,T25,P38,T26,P40,P37,Drop,T26,N,N/A,10.0,N,Y,Y,Y,Winner,P40,0,2,2022-09-12 00:37:46.780718+00:00,postgres,2022-09-12 00:37:46.780718+00:00,postgres
R1443,M17,G30,15,T25,P37,T26,P39,P38,Drive,T26,N,N/A,3.0,N,Y,Y,Y,Unforced Error,P38,0,0,2022-09-12 00:37:46.791896+00:00,postgres,2022-09-12 00:37:46.791896+00:00,postgres
R1444,M17,G30,16,T26,P40,T25,P38,P40,Drop,T26,N,N/A,39.0,Y,N,Y,Y,Winner,P40,0,25,2022-09-12 00:37:46.795619+00:00,postgres,2022-09-12 00:37:46.795619+00:00,postgres
R1445,M17,G30,17,T26,P40,T25,P37,P39,Drop,T25,N,N/A,9.0,N,N,N,Y,Other,N/A,0,0,2022-09-12 00:37:46.837480+00:00,postgres,2022-09-12 00:37:46.837480+00:00,postgres
R1446,M17,G30,18,T26,P39,T25,P38,P40,Drop,T26,N,N/A,10.0,N,N,N,Y,Other,N/A,0,2,2022-09-12 00:37:46.847865+00:00,postgres,2022-09-12 00:37:46.847865+00:00,postgres
R1447,M17,G30,19,T26,P39,T25,P37,P40,Drop,T26,N,N/A,4.0,Y,N,Y,Y,Unforced Error,P37,0,0,2022-09-12 00:37:46.858586+00:00,postgres,2022-09-12 00:37:46.858586+00:00,postgres
R2420,M29,G52,21,T5,P9,T13,P23,P9,Drive,T5,N,N/A,4.0,Y,N,Y,N,Error,P23,0,0,2022-11-07 04:13:00.254273+00:00,aspancake,2022-11-07 04:13:00.254273+00:00,aspancake
R1450,M17,G30,22,T26,P39,T25,P37,P40,Drop,T26,N,N/A,7.0,Y,N,Y,Y,Winner,P40,0,1,2022-09-12 00:37:46.866559+00:00,postgres,2022-09-12 00:37:46.866559+00:00,postgres
R1451,M17,G30,23,T26,P39,T25,P38,P39,Drop,T26,N,N/A,4.0,N,N,N,Y,Unforced Error,P37,0,0,2022-09-12 00:37:46.874688+00:00,postgres,2022-09-12 00:37:46.874688+00:00,postgres
R1897,M24,G40,3,T32,P50,T38,P60,P50,Drop,T32,N,N/A,13.0,N,N,N,N,Winner,P50,2,0,2022-10-16 19:23:54.420347+00:00,postgres,2022-10-16 19:23:54.420347+00:00,postgres
R1453,M17,G30,25,T26,P39,T25,P37,P40,Drop,T26,N,N/A,9.0,Y,N,Y,Y,Winner,P40,0,5,2022-09-12 00:37:46.879803+00:00,postgres,2022-09-12 00:37:46.879803+00:00,postgres
R1454,M17,G30,26,T26,P39,T25,P38,P40,Drop,T25,N,N/A,28.0,N,N,N,Y,Winner,P37,0,4,2022-09-12 00:37:46.889943+00:00,postgres,2022-09-12 00:37:46.889943+00:00,postgres
R1455,M17,G30,27,T25,P38,T26,P39,P37,Drop,T25,N,N/A,8.0,N,N,Y,N,Other,N/A,0,1,2022-09-12 00:37:46.919011+00:00,postgres,2022-09-12 00:37:46.919011+00:00,postgres
R1456,M17,G30,28,T25,P38,T26,P40,P38,Drop,T26,N,N/A,5.0,Y,N,N,N,Other,N/A,0,0,2022-09-12 00:37:46.927423+00:00,postgres,2022-09-12 00:37:46.927423+00:00,postgres
R2421,M29,G52,22,T5,P9,T13,P24,P9,Drop,T13,N,N/A,8.0,N,N,N,N,Winner,P24,2,0,2022-11-07 04:13:00.464095+00:00,aspancake,2022-11-07 04:13:00.464095+00:00,aspancake
R1458,M17,G30,30,T25,P37,T26,P40,P37,Drop,T26,N,N/A,6.0,N,N,Y,N,Winner,P39,0,0,2022-09-12 00:37:46.935460+00:00,postgres,2022-09-12 00:37:46.935460+00:00,postgres
R1459,M17,G30,31,T26,P39,T25,P38,P40,Drop,T25,N,N/A,3.0,N,N,N,Y,Unforced Error,P40,0,0,2022-09-12 00:37:46.942012+00:00,postgres,2022-09-12 00:37:46.942012+00:00,postgres
R1460,M17,G30,32,T26,P40,T25,P37,P40,Drop,T25,N,N/A,24.0,N,N,N,Y,Winner,P38,1,13,2022-09-12 00:37:46.945598+00:00,postgres,2022-09-12 00:37:46.945598+00:00,postgres
R1461,M17,G30,33,T25,P38,T26,P39,P37,Drive,T26,N,N/A,7.0,N,N,Y,N,Other,N/A,0,0,2022-09-12 00:37:46.970558+00:00,postgres,2022-09-12 00:37:46.970558+00:00,postgres
R1462,M17,G30,34,T25,P37,T26,P40,N/A,Drop,T26,N,N/A,7.0,N,N,Y,N,Other,N/A,0,0,2022-09-12 00:37:46.978686+00:00,postgres,2022-09-12 00:37:46.978686+00:00,postgres
R1463,M17,G30,35,T26,P39,T25,P38,P40,Drop,T26,N,N/A,10.0,N,N,N,Y,Other,N/A,0,2,2022-09-12 00:37:46.986289+00:00,postgres,2022-09-12 00:37:46.986289+00:00,postgres
R1464,M19,G31,1,T28,P42,T29,P44,P42,Drop,T28,N,N/A,6.0,N,N,N,N,Unforced Error,P44,0,0,2022-09-23 03:01:15.389841+00:00,postgres,2022-09-23 03:01:15.389841+00:00,postgres
R1465,M19,G31,2,T28,P42,T29,P45,P42,Drive,T29,N,N/A,9.0,N,N,Y,N,Unforced Error,P42,0,3,2022-09-23 03:01:15.423399+00:00,postgres,2022-09-23 03:01:15.423399+00:00,postgres
R1466,M19,G31,3,T29,P44,T28,P43,P45,Drive,T28,N,N/A,7.0,N,N,N,Y,Other,N/A,0,0,2022-09-23 03:01:15.434023+00:00,postgres,2022-09-23 03:01:15.434023+00:00,postgres
R1467,M19,G31,4,T29,P45,T28,P42,P45,Drop,T29,N,N/A,16.0,N,N,N,Y,Unforced Error,P42,0,2,2022-09-23 03:01:15.443062+00:00,postgres,2022-09-23 03:01:15.443062+00:00,postgres
R1468,M19,G31,5,T29,P45,T28,P43,P45,Drop,T28,N,N/A,12.0,Y,N,Y,Y,Winner,P42,0,0,2022-09-23 03:01:15.461331+00:00,postgres,2022-09-23 03:01:15.461331+00:00,postgres
R1469,M19,G31,6,T28,P43,T29,P45,P43,Drop,T29,N,N/A,5.0,N,N,Y,Y,Other,N/A,0,0,2022-09-23 03:01:15.476152+00:00,postgres,2022-09-23 03:01:15.476152+00:00,postgres
R1470,M19,G31,7,T28,P42,T29,P44,P42,Drop,T28,N,N/A,4.0,N,N,Y,Y,Unforced Error,P44,0,1,2022-09-23 03:01:15.482442+00:00,postgres,2022-09-23 03:01:15.482442+00:00,postgres
R1471,M19,G31,8,T28,P42,T29,P45,P42,Drive,T28,N,N/A,3.0,N,N,N,Y,Winner,P42,0,0,2022-09-23 03:01:15.487511+00:00,postgres,2022-09-23 03:01:15.487511+00:00,postgres
R1899,M24,G40,5,T32,P50,T38,P60,P50,Drive,T38,N,N/A,10.0,N,N,N,N,Winner,P60,0,1,2022-10-16 19:23:54.461552+00:00,postgres,2022-10-16 19:23:54.461552+00:00,postgres
R1473,M19,G31,10,T28,P42,T29,P45,P42,Drive,T28,N,N/A,11.0,N,Y,N,Y,Winner,P43,0,1,2022-09-23 03:01:15.500427+00:00,postgres,2022-09-23 03:01:15.500427+00:00,postgres
R1474,M19,G31,11,T28,P42,T29,P44,P43,Drop,T29,N,N/A,7.0,N,Y,Y,Y,Other,N/A,0,0,2022-09-23 03:01:15.512827+00:00,postgres,2022-09-23 03:01:15.512827+00:00,postgres
R1475,M19,G31,12,T29,P45,T28,P43,P45,Drive,T28,N,N/A,5.0,Y,N,Y,Y,Unforced Error,P45,0,1,2022-09-23 03:01:15.521886+00:00,postgres,2022-09-23 03:01:15.521886+00:00,postgres
R1476,M19,G31,13,T29,P44,T28,P42,P44,Drop,T29,N,N/A,4.0,Y,N,Y,Y,Unforced Error,P42,0,0,2022-09-23 03:01:15.527550+00:00,postgres,2022-09-23 03:01:15.527550+00:00,postgres
R1448,M17,G30,20,T26,N/A,T25,N/A,N/A,N/A,N/A,Y,T25,,N,N,N/A,N/A,N/A,N/A,0,0,2022-09-12 00:37:46.863219+00:00,postgres,2022-09-12 00:37:46.863219+00:00,postgres
R1477,M19,G31,14,T29,P44,T28,P43,P44,Drop,T29,N,N/A,16.0,N,N,N,Y,Unforced Error,P42,0,6,2022-09-23 03:01:15.533369+00:00,postgres,2022-09-23 03:01:15.533369+00:00,postgres
R1478,M19,G31,15,T29,P44,T28,P42,P44,Drop,T28,N,N/A,4.0,Y,N,Y,Y,Winner,P42,0,0,2022-09-23 03:01:15.553104+00:00,postgres,2022-09-23 03:01:15.553104+00:00,postgres
R1479,M19,G31,16,T28,P43,T29,P45,P43,Lob,T29,N,N/A,5.0,N,N,Y,Y,Unforced Error,P43,1,0,2022-09-23 03:01:15.557694+00:00,postgres,2022-09-23 03:01:15.557694+00:00,postgres
R1480,M19,G31,17,T28,P42,T29,P44,P42,Drive,T28,N,N/A,5.0,N,N,Y,Y,Winner,P42,0,0,2022-09-23 03:01:15.563384+00:00,postgres,2022-09-23 03:01:15.563384+00:00,postgres
R1481,M19,G31,18,T28,P42,T29,P45,P42,Drive,T29,N,N/A,3.0,N,N,N,Y,Unforced Error,P42,0,0,2022-09-23 03:01:15.569907+00:00,postgres,2022-09-23 03:01:15.569907+00:00,postgres
R1482,M19,G31,19,T29,P45,T28,P42,P45,Drive,T28,N,N/A,5.0,Y,N,Y,N,Unforced Error,P44,0,1,2022-09-23 03:01:15.573539+00:00,postgres,2022-09-23 03:01:15.573539+00:00,postgres
R1483,M19,G31,20,T29,P44,T28,P43,P45,Drop,T28,N,N/A,5.0,Y,N,Y,N,Unforced Error,P45,0,0,2022-09-23 03:01:15.579358+00:00,postgres,2022-09-23 03:01:15.579358+00:00,postgres
R1484,M19,G31,21,T28,P42,T29,P45,P43,Drive,T29,N,N/A,5.0,N,Y,N,Y,Other,N/A,0,0,2022-09-23 03:01:15.586346+00:00,postgres,2022-09-23 03:01:15.586346+00:00,postgres
R1485,M19,G31,22,T28,P43,T29,P44,P42,Drop,T28,N,N/A,10.0,N,Y,N,Y,Other,N/A,1,1,2022-09-23 03:01:15.592197+00:00,postgres,2022-09-23 03:01:15.592197+00:00,postgres
R1486,M19,G31,23,T28,P43,T29,P45,P42,Lob,T29,N,N/A,5.0,N,N,Y,Y,Unforced Error,P42,1,0,2022-09-23 03:01:15.604435+00:00,postgres,2022-09-23 03:01:15.604435+00:00,postgres
R1487,M19,G31,24,T29,P45,T28,P43,P45,Drop,T29,N,N/A,6.0,Y,N,Y,Y,Unforced Error,P43,0,0,2022-09-23 03:01:15.610193+00:00,postgres,2022-09-23 03:01:15.610193+00:00,postgres
R1488,M19,G31,25,T29,P45,T28,P42,P44,Drop,T28,N,N/A,6.0,N,N,N,Y,Winner,P43,0,3,2022-09-23 03:01:15.617995+00:00,postgres,2022-09-23 03:01:15.617995+00:00,postgres
R1489,M19,G31,26,T29,P44,T28,P43,P45,Drop,T28,N,N/A,22.0,N,N,N,Y,Winner,P42,1,5,2022-09-23 03:01:15.624841+00:00,postgres,2022-09-23 03:01:15.624841+00:00,postgres
R1490,M19,G31,27,T28,P43,T29,P44,P42,Drop,T28,N,N/A,11.0,N,N,Y,N,Winner,P43,0,1,2022-09-23 03:01:15.651553+00:00,postgres,2022-09-23 03:01:15.651553+00:00,postgres
R1491,M19,G31,28,T28,P43,T29,P45,P43,Drop,T29,N,N/A,5.0,N,N,N,N,Other,N/A,0,0,2022-09-23 03:01:15.664536+00:00,postgres,2022-09-23 03:01:15.664536+00:00,postgres
R1492,M19,G31,29,T28,P42,T29,P44,P43,Drive,T29,N,N/A,3.0,N,N,N,N,Unforced Error,P43,0,0,2022-09-23 03:01:15.671180+00:00,postgres,2022-09-23 03:01:15.671180+00:00,postgres
R1493,M19,G31,30,T29,P44,T28,P42,P45,Drop,T28,N,N/A,5.0,N,N,N,N,Unforced Error,P45,0,1,2022-09-23 03:01:15.675343+00:00,postgres,2022-09-23 03:01:15.675343+00:00,postgres
R1494,M19,G31,31,T29,P45,T28,P43,P44,Drop,T29,N,N/A,14.0,N,N,N,N,Other,N/A,1,4,2022-09-23 03:01:15.680983+00:00,postgres,2022-09-23 03:01:15.680983+00:00,postgres
R1495,M19,G31,32,T29,P45,T28,P42,P45,Drop,T28,N,N/A,3.0,Y,N,Y,N,Unforced Error,P45,0,0,2022-09-23 03:01:15.696890+00:00,postgres,2022-09-23 03:01:15.696890+00:00,postgres
R1496,M19,G31,33,T28,P42,T29,P45,P42,Drop,T29,N,N/A,7.0,N,N,N,Y,Other,N/A,0,2,2022-09-23 03:01:15.701064+00:00,postgres,2022-09-23 03:01:15.701064+00:00,postgres
R1497,M19,G31,34,T28,P43,T29,P44,P42,Drop,T28,N,N/A,12.0,N,N,N,Y,Other,N/A,1,0,2022-09-23 03:01:15.709733+00:00,postgres,2022-09-23 03:01:15.709733+00:00,postgres
R1498,M19,G31,35,T28,P43,T29,P45,P43,Drive,T29,N,N/A,3.0,N,N,Y,Y,Unforced Error,P43,0,0,2022-09-23 03:01:15.723150+00:00,postgres,2022-09-23 03:01:15.723150+00:00,postgres
R1499,M19,G31,36,T29,P45,T28,P43,P44,Drop,T28,N,N/A,15.0,Y,N,Y,Y,Other,N/A,0,1,2022-09-23 03:01:15.726742+00:00,postgres,2022-09-23 03:01:15.726742+00:00,postgres
R1500,M19,G31,37,T29,P44,T28,P42,P44,Drop,T28,N,N/A,7.0,Y,N,Y,Y,Unforced Error,P45,0,1,2022-09-23 03:01:15.744699+00:00,postgres,2022-09-23 03:01:15.744699+00:00,postgres
R1502,M19,G31,39,T28,P42,T29,P44,P42,Drop,T29,N,N/A,22.0,N,N,Y,Y,Winner,P45,1,6,2022-09-23 03:01:15.755937+00:00,postgres,2022-09-23 03:01:15.755937+00:00,postgres
R1503,M19,G31,40,T29,P45,T28,P43,P44,Drive,T28,N,N/A,5.0,Y,N,Y,Y,Other,N/A,0,0,2022-09-23 03:01:15.780698+00:00,postgres,2022-09-23 03:01:15.780698+00:00,postgres
R2422,M29,G52,23,T5,P8,T13,P23,P9,Drive,T13,N,N/A,3.0,N,N,N,N,Unforced Error,P9,0,0,2022-11-07 04:13:00.820681+00:00,aspancake,2022-11-07 04:13:00.820681+00:00,aspancake
R1505,M19,G31,42,T29,P44,T28,P43,P45,Drop,T28,N,N/A,7.0,N,N,N,Y,Other,N/A,1,0,2022-09-23 03:01:15.789834+00:00,postgres,2022-09-23 03:01:15.789834+00:00,postgres
R1506,M19,G31,43,T28,P43,T29,P44,P43,Drop,T29,N,N/A,17.0,N,N,Y,N,Unforced Error,P42,0,5,2022-09-23 03:01:15.797422+00:00,postgres,2022-09-23 03:01:15.797422+00:00,postgres
R1507,M19,G31,44,T28,P42,T29,P45,P42,Drive,T29,N,N/A,3.0,N,N,Y,N,Unforced Error,P42,0,0,2022-09-23 03:01:15.817819+00:00,postgres,2022-09-23 03:01:15.817819+00:00,postgres
R1900,M24,G40,6,T38,P59,T32,P49,P60,Drop,T32,N,N/A,5.0,Y,N,N,N,Unforced Error,P59,0,1,2022-10-16 19:23:54.479018+00:00,postgres,2022-10-16 19:23:54.479018+00:00,postgres
R1509,M19,G31,46,T29,P44,T28,P43,P45,Drop,T28,N,N/A,15.0,N,N,N,Y,Unforced Error,P45,0,6,2022-09-23 03:01:15.822133+00:00,postgres,2022-09-23 03:01:15.822133+00:00,postgres
R1510,M19,G31,47,T29,P45,T28,P42,P45,Drop,T28,N,N/A,5.0,N,N,N,Y,Other,N/A,0,0,2022-09-23 03:01:15.839381+00:00,postgres,2022-09-23 03:01:15.839381+00:00,postgres
R1511,M19,G31,48,T28,P43,T29,P44,P42,Drive,T29,N,N/A,5.0,N,N,Y,N,Unforced Error,P42,1,0,2022-09-23 03:01:15.845006+00:00,postgres,2022-09-23 03:01:15.845006+00:00,postgres
R1512,M19,G31,49,T28,P42,T29,P45,P43,Drive,T29,N,N/A,5.0,N,N,Y,N,Unforced Error,P43,0,0,2022-09-23 03:01:15.851975+00:00,postgres,2022-09-23 03:01:15.851975+00:00,postgres
R1513,M19,G31,50,T29,P44,T28,P43,P44,Drop,T28,N,N/A,11.0,N,N,N,Y,Other,N/A,0,1,2022-09-23 03:01:15.857706+00:00,postgres,2022-09-23 03:01:15.857706+00:00,postgres
R1514,M19,G31,51,T29,P45,T28,P42,P45,Drive,T29,N,N/A,6.0,N,N,N,Y,Other,N/A,0,0,2022-09-23 03:01:15.871573+00:00,postgres,2022-09-23 03:01:15.871573+00:00,postgres
R1515,M19,G31,52,T29,P45,T28,P43,P45,Drop,T29,N,N/A,11.0,Y,N,Y,Y,Winner,P44,0,0,2022-09-23 03:01:15.878458+00:00,postgres,2022-09-23 03:01:15.878458+00:00,postgres
R1516,M19,G31,53,T29,P45,T28,P42,P44,Drop,T28,N,N/A,11.0,N,N,N,Y,Other,N/A,1,0,2022-09-23 03:01:15.891287+00:00,postgres,2022-09-23 03:01:15.891287+00:00,postgres
R1517,M19,G31,54,T28,P43,T29,P44,P43,Drive,T29,N,N/A,9.0,N,N,Y,N,Other,N/A,0,0,2022-09-23 03:01:15.904762+00:00,postgres,2022-09-23 03:01:15.904762+00:00,postgres
R1518,M19,G31,55,T28,P42,T29,P45,P42,Drive,T28,N,N/A,8.0,N,N,Y,N,Unforced Error,P44,0,3,2022-09-23 03:01:15.915660+00:00,postgres,2022-09-23 03:01:15.915660+00:00,postgres
